"country","code","region","year","life_exp","gdp_per_cap","pop"
"South Sudan","ssd","Africa",1980,44.93,2432,4701360
"Afghanistan","afg","Asia",1981,42.51,1284,12996923
"Albania","alb","Europe",1981,71.63,4227,2735329
"Algeria","dza","Africa",1981,62.31,10160,19943667
"Angola","ago","Africa",1981,46.42,4110,8497950
"Antigua and Barbuda","atg","Americas",1981,70.9,8689,69750
"Argentina","arg","Americas",1981,70.51,10221,28543366
"Armenia","arm","Europe",1981,72.73,3783,3145885
"Australia","aus","Asia",1981,74.92,24308,14898019
"Austria","aut","Europe",1981,72.96,25187,7591618
"Azerbaijan","aze","Europe",1981,65.61,8205,6261942
"Bahamas","bhs","Americas",1981,66.95,21634,215404
"Bahrain","bhr","Asia",1981,69.47,42034,374125
"Bangladesh","bgd","Asia",1981,53.72,1085,83599582
"Barbados","brb","Americas",1981,70.25,12557,253080
"Belarus","blr","Europe",1981,70.84,6855,9719634
"Belgium","bel","Europe",1981,73.59,25517,9865512
"Belize","blz","Americas",1981,70.13,4091,147566
"Benin","ben","Africa",1981,49.84,1377,3822206
"Bhutan","btn","Asia",1981,53.05,1228,423887
"Bolivia","bol","Americas",1981,55.04,4322,5711598
"Bosnia and Herzegovina","bih","Europe",1981,75.2,3579,4185074
"Botswana","bwa","Africa",1981,60.73,4520,1033073
"Brazil","bra","Americas",1981,64.18,10224,125107382
"Brunei","brn","Asia",1981,71.25,94314,199136
"Bulgaria","bgr","Europe",1981,71.56,10325,8891245
"Burkina Faso","bfa","Africa",1981,48.58,771,6985158
"Burundi","bdi","Africa",1981,46.22,945,4239673
"Cambodia","khm","Asia",1981,38,822,6774509
"Cameroon","cmr","Africa",1981,55.56,3034,9201146
"Canada","can","Americas",1981,75.46,27171,24768525
"Cape Verde","cpv","Africa",1981,63.19,1269,290428
"Central African Republic","caf","Africa",1981,50.86,1088,2340259
"Chad","tcd","Africa",1981,50.97,880,4610964
"Chile","chl","Americas",1981,69.36,8454,11400489
"China","chn","Asia",1981,64.2,1099,991553829
"Colombia","col","Americas",1981,68.67,6441,28375995
"Comoros","com","Africa",1981,53.59,1640,318659
"Congo, Dem. Rep.","cod","Africa",1981,52.09,1567,27049145
"Congo, Rep.","cog","Africa",1981,55.65,4993,1855391
"Costa Rica","cri","Americas",1981,73.73,7190,2454127
"Cote d'Ivoire","civ","Africa",1981,53.38,4030,8629121
"Cuba","cub","Americas",1981,74.05,13224,9884219
"Cyprus","cyp","Europe",1981,75.19,14858,689173
"Czech Republic","cze","Europe",1981,71.11,18426,10353750
"Denmark","dnk","Europe",1981,74.44,26741,5124807
"Djibouti","dji","Africa",1981,57.59,3526,374683
"Dominican Republic","dom","Americas",1981,66.6,5081,5943591
"Ecuador","ecu","Americas",1981,65.49,8231,8183194
"Egypt","egy","Africa",1981,59.52,4553,44465918
"El Salvador","slv","Americas",1981,58.13,4692,4652058
"Equatorial Guinea","gnq","Africa",1981,45.26,1301,232934
"Eritrea","eri","Africa",1981,46.97,943,2453689
"Estonia","est","Europe",1981,69.62,11753,1483938
"Ethiopia","eth","Africa",1981,42.87,717,36093319
"Fiji","fji","Asia",1981,62.92,6066,650957
"Finland","fin","Europe",1981,74.03,22279,4800899
"France","fra","Europe",1981,74.69,24186,54279038
"Gabon","gab","Africa",1981,54.24,27631,747593
"Gambia","gmb","Africa",1981,54.59,1703,625413
"Georgia","geo","Europe",1981,69.42,9236,5111792
"Germany","deu","Europe",1981,73.37,27846,77990369
"Ghana","gha","Africa",1981,53.6,1960,11117608
"Greece","grc","Europe",1981,74.33,18270,9704947
"Grenada","grd","Americas",1981,67.86,4945,90575
"Guatemala","gtm","Americas",1981,59.6,6361,7310397
"Guinea","gin","Africa",1981,43.66,1149,4584305
"Guinea-Bissau","gnb","Africa",1981,48.13,1730,866947
"Guyana","guy","Americas",1981,62.5,4337,787728
"Haiti","hti","Americas",1981,50.94,2727,5818673
"Honduras","hnd","Americas",1981,63.36,3557,3750843
"Hong Kong, China","hkg","Asia",1981,75.22,17086,5152057
"Hungary","hun","Europe",1981,69.24,16500,10750270
"Iceland","isl","Europe",1981,76.61,25312,230525
"India","ind","Asia",1981,55.51,1322,713561406
"Indonesia","idn","Asia",1981,59.57,3445,150978841
"Iran","irn","Asia",1981,55.62,9691,40209077
"Iraq","irq","Asia",1981,57.52,13478,14046273
"Ireland","irl","Europe",1981,74.04,16425,3468884
"Israel","isr","Asia",1981,73.74,15245,3815270
"Italy","ita","Europe",1981,74.46,23113,56489623
"Jamaica","jam","Americas",1981,74.1,6310,2175634
"Japan","jpn","Asia",1981,76.57,20413,116821569
"Jordan","jor","Asia",1981,68,8397,2365665
"Kazakhstan","kaz","Asia",1981,66.43,12816,15082185
"Kenya","ken","Africa",1981,60.52,2246,16901181
"Kiribati","kir","Asia",1981,54.17,1669,60137
"North Korea","prk","Asia",1981,65.75,2073,17623335
"South Korea","kor","Asia",1981,66.66,5159,38046253
"Kuwait","kwt","Asia",1981,74,85525,1452383
"Kyrgyz Republic","kgz","Asia",1981,63.23,3530,3700312
"Lao","lao","Asia",1981,47.17,1578,3317570
"Latvia","lva","Europe",1981,69.18,11237,2524843
"Lebanon","lbn","Asia",1981,67.36,9165,2615753
"Lesotho","lso","Africa",1981,55.25,1081,1340694
"Liberia","lbr","Africa",1981,47.6,1168,1961795
"Libya","lby","Africa",1981,68.82,45426,3318560
"Lithuania","ltu","Europe",1981,70.77,15774,3457365
"Luxembourg","lux","Europe",1981,72.22,35680,364779
"Macedonia, FYR","mkd","Europe",1981,69.21,10216,1941445
"Madagascar","mdg","Africa",1981,53.36,1936,8983494
"Malawi","mwi","Africa",1981,46.13,606,6327344
"Malaysia","mys","Asia",1981,69.22,7517,14180093
"Maldives","mdv","Asia",1981,57.62,2141,163834
"Mali","mli","Africa",1981,43.3,1016,7233877
"Malta","mlt","Europe",1981,74.74,11566,323298
"Mauritania","mrt","Africa",1981,55.75,2998,1578585
"Mauritius","mus","Africa",1981,67.34,4760,978067
"Mexico","mex","Americas",1981,67.58,13501,70950741
"Micronesia, Fed. Sts.","fsm","Asia",1981,63.71,2565,75462
"Moldova","mda","Europe",1981,65.48,6008,4048617
"Mongolia","mng","Asia",1981,58.73,2223,1733479
"Montenegro","mne","Europe",1981,73.35,17041,587689
"Morocco","mar","Africa",1981,60.77,3250,20564359
"Mozambique","moz","Africa",1981,49.4,498,12228508
"Myanmar","mmr","Asia",1981,54.44,1935,35279907
"Namibia","nam","Africa",1981,58.54,6933,1034446
"Nepal","npl","Asia",1981,51.06,967,15237302
"Netherlands","nld","Europe",1981,75.93,25704,14181967
"New Zealand","nzl","Asia",1981,73.77,22191,3164965
"Nicaragua","nic","Americas",1981,66.38,4658,3342666
"Niger","ner","Africa",1981,42.58,1337,6129762
"Nigeria","nga","Africa",1981,52.41,3598,75729572
"Norway","nor","Europe",1981,76,34659,4095177
"Oman","omn","Asia",1981,64.69,23905,1220548
"Pakistan","pak","Asia",1981,59.13,2242,80691701
"Panama","pan","Americas",1981,72.1,8659,2026057
"Papua New Guinea","png","Asia",1981,53.74,1774,3304188
"Paraguay","pry","Americas",1981,71.97,6437,3271454
"Peru","per","Americas",1981,63.25,7582,17792551
"Philippines","phl","Asia",1981,64.37,4295,48715592
"Poland","pol","Europe",1981,71.38,10610,36145211
"Portugal","prt","Europe",1981,71.9,15153,9824239
"Qatar","qat","Asia",1981,72.45,122762,248053
"Romania","rou","Europe",1981,70.12,13523,22739965
"Russia","rus","Europe",1981,67.79,17619,139006739
"Rwanda","rwa","Africa",1981,47.88,948,5313908
"St. Lucia","lca","Americas",1981,68.6,4789,119593
"St. Vincent and the Grenadines","vct","Americas",1981,67.52,3710,101378
"Samoa","wsm","Asia",1981,63.79,3517,156435
"Sao Tome and Principe","stp","Africa",1981,61.93,2777,96947
"Saudi Arabia","sau","Asia",1981,67.89,67447,10556936
"Senegal","sen","Africa",1981,50.43,1758,5723541
"Serbia","srb","Europe",1981,70.84,16028,8984599
"Seychelles","syc","Africa",1981,68.63,10311,67298
"Sierra Leone","sle","Africa",1981,52.5,1598,3155368
"Singapore","sgp","Asia",1981,71.39,21889,2463245
"Slovak Republic","svk","Europe",1981,70.82,13392,5029208
"Slovenia","svn","Europe",1981,70.94,20506,1857854
"Solomon Islands","slb","Asia",1981,61.59,1416,238488
"Somalia","som","Africa",1981,47.88,866,6251730
"South Africa","zaf","Africa",1981,57.44,11845,29828874
"Spain","esp","Europe",1981,75.67,18116,37976189
"Sri Lanka","lka","Asia",1981,69.35,2630,15274137
"Sudan","sdn","Africa",1981,57.11,2137,14935471
"Suriname","sur","Americas",1981,68.02,11515,363309
"Swaziland","swz","Africa",1981,56.02,4894,621314
"Sweden","swe","Europe",1981,76.04,25869,8319810
"Switzerland","che","Europe",1981,75.92,41080,6315799
"Syria","syr","Asia",1981,66.56,5055,9277263
"Tajikistan","tjk","Asia",1981,64.53,4344,4030104
"Tanzania","tza","Africa",1981,54.56,1479,19279543
"Thailand","tha","Asia",1981,65.22,3645,48336894
"Timor-Leste","tls","Asia",1981,44.42,851,580556
"Togo","tgo","Africa",1981,54.43,1710,2812071
"Tonga","ton","Asia",1981,67.32,2655,93452
"Trinidad and Tobago","tto","Americas",1981,68.03,18248,1102562
"Tunisia","tun","Africa",1981,65.4,4980,6545025
"Turkey","tur","Europe",1981,62.45,8518,44936836
"Turkmenistan","tkm","Asia",1981,62.24,9632,2931343
"Uganda","uga","Africa",1981,52.09,740,12927007
"Ukraine","ukr","Europe",1981,69.36,9400,50181709
"United Arab Emirates","are","Asia",1981,67.36,181228,1093108
"United Kingdom","gbr","Europe",1981,73.9,20149,56231020
"United States","usa","Americas",1981,74.36,30070,231765783
"Uruguay","ury","Americas",1981,70.89,10169,2935036
"Uzbekistan","uzb","Asia",1981,66.59,3325,16375135
"Vanuatu","vut","Asia",1981,57.97,2021,118578
"Venezuela","ven","Americas",1981,69.57,17539,15761800
"Vietnam","vnm","Asia",1981,66.86,1112,55627743
"Yemen","yem","Asia",1981,52.13,3568,8369708
"Zambia","zmb","Africa",1981,57.45,2866,6138069
"Zimbabwe","zwe","Africa",1981,63.13,2561,7571965
"South Sudan","ssd","Africa",1981,45.25,2411,4849708
"Afghanistan","afg","Asia",1982,43.11,1402,12667001
"Albania","alb","Europe",1982,71.88,4237,2788315
"Algeria","dza","Africa",1982,63.69,10477,20575701
"Angola","ago","Africa",1982,46.69,3970,8807511
"Antigua and Barbuda","atg","Americas",1982,71.22,8827,68950
"Argentina","arg","Americas",1982,70.78,9765,28993989
"Armenia","arm","Europe",1982,72.64,3809,3192877
"Australia","aus","Asia",1982,74.7,23884,15101227
"Austria","aut","Europe",1982,73.12,25637,7588957
"Azerbaijan","aze","Europe",1982,65.73,8307,6362289
"Bahamas","bhs","Americas",1982,67.12,22519,220275
"Bahrain","bhr","Asia",1982,69.83,38841,385950
"Bangladesh","bgd","Asia",1982,54.15,1071,85868228
"Barbados","brb","Americas",1982,70.58,11845,253836
"Belarus","blr","Europe",1982,70.95,7039,9787558
"Belgium","bel","Europe",1982,73.81,25873,9872709
"Belize","blz","Americas",1982,70.47,3973,151498
"Benin","ben","Africa",1982,50.38,1484,3931355
"Bhutan","btn","Asia",1982,53.96,1227,434385
"Bolivia","bol","Americas",1982,55.87,4064,5835186
"Bosnia and Herzegovina","bih","Europe",1982,75.65,3538,4226663
"Botswana","bwa","Africa",1982,61.21,4679,1069962
"Brazil","bra","Americas",1982,64.55,10094,128054757
"Brunei","brn","Asia",1982,71.54,95207,205061
"Bulgaria","bgr","Europe",1982,71.16,10631,8916713
"Burkina Faso","bfa","Africa",1982,49.45,767,7158256
"Burundi","bdi","Africa",1982,46.49,922,4359122
"Cambodia","khm","Asia",1982,44.24,792,6945053
"Cameroon","cmr","Africa",1982,56.03,3188,9480638
"Canada","can","Americas",1982,75.67,26031,25017501
"Cape Verde","cpv","Africa",1982,63.95,1276,296071
"Central African Republic","caf","Africa",1982,50.96,1077,2411693
"Chad","tcd","Africa",1982,51.38,884,4716073
"Chile","chl","Americas",1982,69.97,7182,11569135
"China","chn","Asia",1982,65.28,1175,1005328574
"Colombia","col","Americas",1982,69.24,6405,29027158
"Comoros","com","Africa",1982,54.03,1686,328355
"Congo, Dem. Rep.","cod","Africa",1982,52.41,1517,27741104
"Congo, Rep.","cog","Africa",1982,55.81,5995,1910800
"Costa Rica","cri","Americas",1982,74.22,6508,2521163
"Cote d'Ivoire","civ","Africa",1982,53.87,3868,9002400
"Cuba","cub","Americas",1982,74.22,13421,9925618
"Cyprus","cyp","Europe",1982,75.38,15638,691711
"Czech Republic","cze","Europe",1982,71.22,18738,10352607
"Denmark","dnk","Europe",1982,74.78,27622,5122810
"Djibouti","dji","Africa",1982,58.08,3531,384743
"Dominican Republic","dom","Americas",1982,67.11,5062,6078816
"Ecuador","ecu","Americas",1982,66.17,8083,8392935
"Egypt","egy","Africa",1982,60.21,4757,45610430
"El Salvador","slv","Americas",1982,58.53,4463,4722272
"Equatorial Guinea","gnq","Africa",1982,45.69,1290,251301
"Eritrea","eri","Africa",1982,47.33,925,2525005
"Estonia","est","Europe",1982,70.03,12010,1492704
"Ethiopia","eth","Africa",1982,42.93,704,37109517
"Fiji","fji","Asia",1982,63.2,5560,668196
"Finland","fin","Europe",1982,74.6,22873,4826135
"France","fra","Europe",1982,75.07,24753,54528408
"Gabon","gab","Africa",1982,55.07,24800,766867
"Gambia","gmb","Africa",1982,55.55,1861,648202
"Georgia","geo","Europe",1982,69.46,9363,5151850
"Germany","deu","Europe",1982,73.69,27645,77812348
"Ghana","gha","Africa",1982,53.95,1766,11488112
"Greece","grc","Europe",1982,74.64,18286,9771250
"Grenada","grd","Americas",1982,68.1,4959,93091
"Guatemala","gtm","Americas",1982,60.1,5953,7508161
"Guinea","gin","Africa",1982,44.47,1147,4684992
"Guinea-Bissau","gnb","Africa",1982,48.45,1790,885166
"Guyana","guy","Americas",1982,62.67,3775,785466
"Haiti","hti","Americas",1982,51.29,2588,5955265
"Honduras","hnd","Americas",1982,64.24,3373,3868296
"Hong Kong, China","hkg","Asia",1982,75.5,17302,5228813
"Hungary","hun","Europe",1982,69.47,17122,10719749
"Iceland","isl","Europe",1982,77.26,25455,233121
"India","ind","Asia",1982,55.86,1334,730303461
"Indonesia","idn","Asia",1982,60.12,3254,154506266
"Iran","irn","Asia",1982,55.32,10715,41862373
"Iraq","irq","Asia",1982,57.41,12681,14437661
"Ireland","irl","Europe",1982,74.34,16640,3501213
"Israel","isr","Asia",1982,73.99,15265,3883547
"Italy","ita","Europe",1982,74.93,23385,56626403
"Jamaica","jam","Americas",1982,74.34,6268,2212400
"Japan","jpn","Asia",1982,77.08,20951,117708919
"Jordan","jor","Asia",1982,68.45,8657,2462968
"Kazakhstan","kaz","Asia",1982,66.84,12913,15248458
"Kenya","ken","Africa",1982,61.02,2242,17559778
"Kiribati","kir","Asia",1982,54.62,1792,60918
"North Korea","prk","Asia",1982,66.08,2180,17899236
"South Korea","kor","Asia",1982,67.21,5483,38665964
"Kuwait","kwt","Asia",1982,74.41,67708,1518855
"Kyrgyz Republic","kgz","Asia",1982,63.62,3524,3775764
"Lao","lao","Asia",1982,47.45,1589,3395113
"Latvia","lva","Europe",1982,69.75,11434,2536340
"Lebanon","lbn","Asia",1982,67.52,5811,2632281
"Lesotho","lso","Africa",1982,55.82,1090,1374044
"Liberia","lbr","Africa",1982,47.97,1138,2036325
"Libya","lby","Africa",1982,69.46,44043,3450078
"Lithuania","ltu","Europe",1982,71.17,16042,3482390
"Luxembourg","lux","Europe",1982,72.31,36047,365098
"Macedonia, FYR","mkd","Europe",1982,69.4,10229,1954990
"Madagascar","mdg","Africa",1982,53.64,1850,9220693
"Malawi","mwi","Africa",1982,46.53,600,6483571
"Malaysia","mys","Asia",1982,69.53,7779,14543585
"Maldives","mdv","Asia",1982,58.64,2020,169861
"Mali","mli","Africa",1982,44.17,943,7386669
"Malta","mlt","Europe",1982,75.01,11912,326953
"Mauritania","mrt","Africa",1982,56.34,2881,1624310
"Mauritius","mus","Africa",1982,67.7,4965,988890
"Mexico","mex","Americas",1982,68.05,13126,72547995
"Micronesia, Fed. Sts.","fsm","Asia",1982,63.77,2418,78057
"Moldova","mda","Europe",1982,65.68,6104,4089860
"Mongolia","mng","Asia",1982,59,2587,1777727
"Montenegro","mne","Europe",1982,73.52,17085,595353
"Morocco","mar","Africa",1982,61.63,3502,21070647
"Mozambique","moz","Africa",1982,49.57,477,12511864
"Myanmar","mmr","Asia",1982,54.8,2002,36098908
"Namibia","nam","Africa",1982,59.01,6871,1056758
"Nepal","npl","Asia",1982,51.81,1059,15596012
"Netherlands","nld","Europe",1982,76.01,25403,14255051
"New Zealand","nzl","Asia",1982,73.87,22436,3188664
"Nicaragua","nic","Americas",1982,66.95,4493,3435527
"Niger","ner","Africa",1982,43.13,1291,6299343
"Nigeria","nga","Africa",1982,52.8,3474,77729802
"Norway","nor","Europe",1982,76.13,34704,4107655
"Oman","omn","Asia",1982,65.65,25439,1290007
"Pakistan","pak","Asia",1982,59.45,2333,83427522
"Panama","pan","Americas",1982,72.47,8957,2073826
"Papua New Guinea","png","Asia",1982,54.26,1736,3395798
"Paraguay","pry","Americas",1982,72.19,6038,3366726
"Peru","per","Americas",1982,63.9,7437,18225727
"Philippines","phl","Asia",1982,64.74,4347,50068493
"Poland","pol","Europe",1982,71.45,10420,36517072
"Portugal","prt","Europe",1982,72.73,15467,9873144
"Qatar","qat","Asia",1982,72.75,102308,277242
"Romania","rou","Europe",1982,70.11,13452,22842426
"Russia","rus","Europe",1982,68.25,17951,139969243
"Rwanda","rwa","Africa",1982,48.32,990,5486431
"St. Lucia","lca","Americas",1982,68.99,4873,121150
"St. Vincent and the Grenadines","vct","Americas",1982,67.84,3853,102202
"Samoa","wsm","Asia",1982,64.36,3471,157401
"Sao Tome and Principe","stp","Africa",1982,62.02,2817,98692
"Saudi Arabia","sau","Asia",1982,68.74,55569,11247085
"Senegal","sen","Africa",1982,51.44,1965,5888261
"Serbia","srb","Europe",1982,71.01,15983,9057974
"Seychelles","syc","Africa",1982,68.83,10099,68176
"Sierra Leone","sle","Africa",1982,52.83,1582,3224346
"Singapore","sgp","Asia",1982,71.74,22467,2520494
"Slovak Republic","svk","Europe",1982,70.94,13613,5065658
"Slovenia","svn","Europe",1982,71.03,20527,1880699
"Solomon Islands","slb","Asia",1982,61.46,1407,246502
"Somalia","som","Africa",1982,48.28,888,6271538
"South Africa","zaf","Africa",1982,58.04,11459,30611206
"Spain","esp","Europe",1982,76.22,18358,38212556
"Sri Lanka","lka","Asia",1982,69.64,2718,15503320
"Sudan","sdn","Africa",1982,57.27,2332,15470415
"Suriname","sur","Americas",1982,68.31,10888,363993
"Swaziland","swz","Africa",1982,56.71,5031,639333
"Sweden","swe","Europe",1982,76.36,26431,8323466
"Switzerland","che","Europe",1982,76.26,40226,6341369
"Syria","syr","Asia",1982,67.08,4987,9613517
"Tajikistan","tjk","Asia",1982,64.8,4294,4146923
"Tanzania","tza","Africa",1982,54.82,1461,19894677
"Thailand","tha","Asia",1982,65.91,3770,49265597
"Timor-Leste","tls","Asia",1982,46.61,871,593937
"Togo","tgo","Africa",1982,54.97,1587,2915148
"Tonga","ton","Asia",1982,67.56,3072,93683
"Trinidad and Tobago","tto","Americas",1982,68.16,16989,1120610
"Tunisia","tun","Africa",1982,66.31,4863,6733958
"Turkey","tur","Europe",1982,63.15,8323,45997940
"Turkmenistan","tkm","Asia",1982,62.57,9559,3002785
"Uganda","uga","Africa",1982,52.14,781,13318149
"Ukraine","ukr","Europe",1982,69.51,9594,50385836
"United Arab Emirates","are","Asia",1982,67.79,158177,1158477
"United Kingdom","gbr","Europe",1982,74.03,20607,56250124
"United States","usa","Americas",1982,74.65,29230,233953874
"Uruguay","ury","Americas",1982,71.17,9147,2954281
"Uzbekistan","uzb","Asia",1982,66.93,3318,16810937
"Vanuatu","vut","Asia",1982,58.5,2186,121433
"Venezuela","ven","Americas",1982,69.85,16681,16185895
"Vietnam","vnm","Asia",1982,67.1,1178,56931822
"Yemen","yem","Asia",1982,53.09,3529,8698304
"Zambia","zmb","Africa",1982,57.14,2832,6352561
"Zimbabwe","zwe","Africa",1982,63.73,2527,7876414
"South Sudan","ssd","Africa",1982,45.6,2637,5007145
"Afghanistan","afg","Asia",1983,43.75,1454,12279095
"Albania","alb","Europe",1983,72.15,4248,2842620
"Algeria","dza","Africa",1983,64.97,10696,21228288
"Angola","ago","Africa",1983,46.96,3996,9128655
"Antigua and Barbuda","atg","Americas",1983,71.52,9540,67958
"Argentina","arg","Americas",1983,71.04,10030,29454739
"Armenia","arm","Europe",1983,72.43,3862,3239212
"Australia","aus","Asia",1983,75.51,23584,15318254
"Austria","aut","Europe",1983,73.19,26435,7589573
"Azerbaijan","aze","Europe",1983,65.92,8469,6464775
"Bahamas","bhs","Americas",1983,67.31,23560,225185
"Bahrain","bhr","Asia",1983,70.16,38395,396447
"Bangladesh","bgd","Asia",1983,54.57,1097,88181211
"Barbados","brb","Americas",1983,70.91,11793,254515
"Belarus","blr","Europe",1983,70.73,7279,9856780
"Belgium","bel","Europe",1983,73.81,25879,9878636
"Belize","blz","Americas",1983,70.8,3809,155820
"Benin","ben","Africa",1983,50.97,1380,4045352
"Bhutan","btn","Asia",1983,54.87,1297,444789
"Bolivia","bol","Americas",1983,56.67,3819,5959962
"Bosnia and Herzegovina","bih","Europe",1983,76.15,3504,4270598
